venda_id,cliente_id,produto_id,data_venda,quantidade,desconto,metodo_pagamento,avaliacao_compra,preco,valor_total,mes,dia_semana
11720,812,82,2023-07-25 08:42:16.489099272,3,0.0,Cartao,4,23.88072899594696,71.64218698784089,7,1
11721,2098,107,2023-07-25 09:52:21.569437968,4,0.05,Boleto,4,166.74097046283643,633.6156877587784,7,1
11722,2010,9,2023-07-25 11:02:26.649776656,2,0.0,PIX,4,12.43664425173494,24.87328850346988,7,1
11723,4279,112,2023-07-25 12:12:31.730115344,2,0.1,Cartao,5,62.17142621247736,111.90856718245925,7,1
11724,4343,120,2023-07-25 13:22:36.810454032,4,0.0,PIX,5,77.27297915183716,309.09191660734865,7,1
11725,650,67,2023-07-25 14:32:41.890792720,2,0.0,Cartao,5,24.34061739060765,48.6812347812153,7,1
11726,2598,82,2023-07-25 15:42:46.971131408,1,0.0,PIX,5,23.88072899594696,23.88072899594696,7,1
11727,561,185,2023-07-25 16:52:52.051470096,2,0.05,Cartao,5,40.03810141835146,76.07239269486777,7,1
11728,770,101,2023-07-25 18:02:57.131808792,1,0.0,PIX,4,102.2338209079627,102.2338209079627,7,1
11729,4652,120,2023-07-25 19:13:02.212147480,1,0.0,Boleto,4,77.27297915183716,77.27297915183716,7,1
11730,504,157,2023-07-25 20:23:07.292486168,2,0.0,PIX,5,87.73385566746276,175.46771133492553,7,1
11731,628,175,2023-07-25 21:33:12.372824856,2,0.0,Cartao,3,92.02885828064885,184.0577165612977,7,1
11732,3385,116,2023-07-25 22:43:17.453163544,2,0.0,PIX,4,16.397097115246474,32.79419423049295,7,1
11733,3863,114,2023-07-25 23:53:22.533502232,4,0.1,Cartao,5,84.11780070246768,302.82408252888365,7,1
11734,3360,133,2023-07-26 01:03:27.613840928,1,0.0,Cartao,5,35.573127676769815,35.573127676769815,7,2
11735,4257,111,2023-07-26 02:13:32.694179616,5,0.05,Cartao,3,105.25940877816859,499.98219169630073,7,2
11736,2175,198,2023-07-26 03:23:37.774518304,2,0.05,Cartao,3,68.7478212041946,130.62086028796972,7,2
11737,3528,192,2023-07-26 04:33:42.854856992,2,0.05,Boleto,5,115.65005666048887,219.73510765492884,7,2
11738,2538,59,2023-07-26 05:43:47.935195680,4,0.15,Cartao,4,101.052038619618,343.5769313067012,7,2
11739,2287,35,2023-07-26 06:53:53.015534368,1,0.05,PIX,4,50.105321836055715,47.60005574425293,7,2
11740,2224,5,2023-07-26 08:03:58.095873056,1,0.1,PIX,5,158.80539076538963,142.92485168885068,7,2
11741,2258,50,2023-07-26 09:14:03.176211752,4,0.0,Cartao,5,51.53555191243645,206.1422076497458,7,2
11742,3581,60,2023-07-26 10:24:08.256550440,1,0.1,PIX,4,77.139420925734,69.4254788331606,7,2
11743,1996,15,2023-07-26 11:34:13.336889128,5,0.1,Cartao,4,26.151915079959437,117.68361785981749,7,2
11744,634,108,2023-07-26 12:44:18.417227816,3,0.0,PIX,4,69.62143919728354,208.8643175918506,7,2
11745,501,115,2023-07-26 13:54:23.497566504,4,0.1,Cartao,4,124.46779017029083,448.08404461304696,7,2
11746,1564,103,2023-07-26 15:04:28.577905192,5,0.05,Cartao,3,87.90014881876334,417.52570688912584,7,2
11747,4076,152,2023-07-26 16:14:33.658243888,1,0.05,Cartao,4,61.99186490838914,58.89227166296968,7,2
11748,1175,21,2023-07-26 17:24:38.738582576,3,0.1,Cartao,5,202.2700335438328,546.1290905683485,7,2
11749,1599,2,2023-07-26 18:34:43.818921264,1,0.0,PIX,5,95.58519870822748,95.58519870822748,7,2
11750,2159,173,2023-07-26 19:44:48.899259952,2,0.0,PIX,4,22.717646304343,45.435292608686,7,2
11751,3714,82,2023-07-26 20:54:53.979598640,3,0.1,Boleto,4,23.88072899594696,64.4779682890568,7,2
11752,1985,10,2023-07-26 22:04:59.059937328,3,0.1,Cartao,4,42.41686791974396,114.52554338330869,7,2
11753,520,173,2023-07-26 23:15:04.140276024,3,0.1,Boleto,4,22.717646304343,61.337645021726104,7,2
11754,1918,165,2023-07-27 00:25:09.220614712,4,0.1,Cartao,5,100.62897269630639,362.264301706703,7,3
11755,1329,151,2023-07-27 01:35:14.300953400,3,0.05,Cartao,5,49.97586822001959,142.4312244270558,7,3
11756,933,173,2023-07-27 02:45:19.381292088,3,0.0,PIX,5,22.717646304343,68.152938913029,7,3
11757,1542,169,2023-07-27 03:55:24.461630776,2,0.0,PIX,4,22.952080615744848,45.904161231489695,7,3
11758,408,65,2023-07-27 05:05:29.541969464,1,0.15,Cartao,3,29.325531164644282,24.92670148994764,7,3
11759,1532,61,2023-07-27 06:15:34.622308152,3,0.0,Cartao,3,64.87174356219164,194.61523068657493,7,3
11760,624,118,2023-07-27 07:25:39.702646848,1,0.0,Cartao,4,59.65325318945532,59.65325318945532,7,3
11761,2767,134,2023-07-27 08:35:44.782985536,4,0.1,Cartao,5,169.71256359437055,610.965228939734,7,3
11762,4648,193,2023-07-27 09:45:49.863324224,6,0.1,Cartao,3,27.052496834176047,146.08348290455064,7,3
11763,2828,18,2023-07-27 10:55:54.943662912,2,0.05,Cartao,4,19.213417638510652,36.50549351317024,7,3
11764,4416,91,2023-07-27 12:06:00.024001600,4,0.0,Cartao,2,77.78746294520676,311.149851780827,7,3
11765,667,112,2023-07-27 13:16:05.104340288,2,0.05,Cartao,5,62.17142621247736,118.12570980370697,7,3
11766,628,168,2023-07-27 14:26:10.184678984,5,0.1,PIX,4,130.4728051733273,587.1276232799728,7,3
11767,3109,166,2023-07-27 15:36:15.265017672,2,0.1,Cartao,4,33.04297823943153,59.47736083097675,7,3
11768,3277,173,2023-07-27 16:46:20.345356360,4,0.05,Cartao,3,22.717646304343,86.32705595650339,7,3
11769,1785,17,2023-07-27 17:56:25.425695048,6,0.05,PIX,4,84.20991262116347,479.99650194063173,7,3
11770,1134,141,2023-07-27 19:06:30.506033736,3,0.0,Boleto,4,39.223611837797,117.67083551339101,7,3
11771,1510,10,2023-07-27 20:16:35.586372424,2,0.0,Cartao,3,42.41686791974396,84.83373583948791,7,3
11772,3390,31,2023-07-27 21:26:40.666711112,3,0.1,PIX,4,48.55306624192414,131.0932788531952,7,3
11773,1859,50,2023-07-27 22:36:45.747049808,4,0.05,Boleto,5,51.53555191243645,195.8350972672585,7,3
11774,1616,123,2023-07-27 23:46:50.827388496,4,0.05,Cartao,5,11.228865560868284,42.66968913129948,7,3
11775,3854,84,2023-07-28 00:56:55.907727184,5,0.1,Boleto,5,47.62129560420861,214.29583021893876,7,4
11776,4706,151,2023-07-28 02:07:00.988065872,1,0.05,Cartao,5,49.97586822001959,47.47707480901861,7,4
11777,4575,45,2023-07-28 03:17:06.068404560,4,0.05,Cartao,4,143.9108833148359,546.8613565963764,7,4
11778,4684,166,2023-07-28 04:27:11.148743248,2,0.15,PIX,4,33.04297823943153,56.17306300703359,7,4
11779,3866,139,2023-07-28 05:37:16.229081944,1,0.0,Cartao,4,64.8238527988364,64.8238527988364,7,4
11780,4689,136,2023-07-28 06:47:21.309420632,1,0.0,PayPal,4,30.15325332576214,30.15325332576214,7,4
11781,2412,78,2023-07-28 07:57:26.389759320,4,0.05,Cartao,5,112.19456058794852,426.33933023420434,7,4
11782,309,128,2023-07-28 09:07:31.470098008,4,0.0,PayPal,3,43.99623474484525,175.984938979381,7,4
11783,4363,13,2023-07-28 10:17:36.550436696,5,0.0,Boleto,5,74.21176086025427,371.0588043012714,7,4
11784,1833,162,2023-07-28 11:27:41.630775384,2,0.05,Cartao,4,22.154397211327222,42.09335470152172,7,4
11785,4782,193,2023-07-28 12:37:46.711114072,7,0.0,Cartao,4,27.052496834176047,189.36747783923232,7,4
11786,2308,101,2023-07-28 13:47:51.791452768,1,0.0,Cartao,5,102.2338209079627,102.2338209079627,7,4
11787,2001,10,2023-07-28 14:57:56.871791456,1,0.05,Boleto,4,42.41686791974396,40.296024523756756,7,4
11788,667,94,2023-07-28 16:08:01.952130144,3,0.1,Cartao,5,113.13502848556219,305.4645769110179,7,4
11789,1685,76,2023-07-28 17:18:07.032468832,3,0.1,Cartao,4,70.37219485174055,190.00492609969947,7,4
11790,3077,119,2023-07-28 18:28:12.112807520,3,0.05,PIX,4,10.0,28.5,7,4
11791,446,36,2023-07-28 19:38:17.193146208,2,0.1,Cartao,4,86.08705738668456,154.95670329603223,7,4
11792,4384,4,2023-07-28 20:48:22.273484904,1,0.0,Cartao,5,22.962554679951594,22.962554679951594,7,4
11793,1082,122,2023-07-28 21:58:27.353823592,3,0.1,Cartao,5,60.55731443835675,163.50474898356322,7,4
11794,3144,149,2023-07-28 23:08:32.434162280,4,0.0,Cartao,5,23.11361652771761,92.45446611087044,7,4
11795,4890,125,2023-07-29 00:18:37.514500968,3,0.1,Cartao,4,142.28088787426492,422.57423698656686,7,5
11796,3752,189,2023-07-29 01:28:42.594839656,3,0.0,Cartao,5,62.98701954432757,207.857164496281,7,5
11797,4871,94,2023-07-29 02:38:47.675178344,2,0.1,PIX,4,113.13502848556219,224.00735640141318,7,5
11798,4373,38,2023-07-29 03:48:52.755517040,2,0.1,Cartao,4,122.0662285200489,241.69113246969684,7,5
11799,1546,76,2023-07-29 04:58:57.835855728,2,0.1,Boleto,5,70.37219485174055,139.3369458064463,7,5
11800,3646,39,2023-07-29 06:09:02.916194416,2,0.0,PIX,5,169.83845961893994,373.6446111616679,7,5
11801,4832,89,2023-07-29 07:19:07.996533104,2,0.15,Cartao,5,154.06296732256894,288.0977488932039,7,5
11802,3208,54,2023-07-29 08:29:13.076871792,3,0.05,Cartao,4,58.76027528762599,184.2134630267075,7,5
11803,2784,62,2023-07-29 09:39:18.157210480,4,0.0,Cartao,5,10.153960289033549,44.677425271747616,7,5
11804,114,19,2023-07-29 10:49:23.237549168,7,0.05,Cartao,5,40.71717391865951,297.84612721499434,7,5
11805,772,2,2023-07-29 11:59:28.317887864,4,0.0,Cartao,1,95.58519870822748,420.5748743162009,7,5
11806,1013,150,2023-07-29 13:09:33.398226552,3,0.0,PIX,4,35.52292456636251,117.22565106899629,7,5
11807,3684,94,2023-07-29 14:19:38.478565240,3,0.0,Cartao,4,113.13502848556219,373.34559400235526,7,5
11808,3251,57,2023-07-29 15:29:43.558903928,4,0.0,Cartao,4,148.00765036724067,651.233661615859,7,5
11809,1253,100,2023-07-29 16:39:48.639242616,2,0.0,Cartao,5,16.392362942669063,36.06319847387194,7,5
11810,3103,3,2023-07-29 17:49:53.719581304,5,0.1,PayPal,4,161.7423405161777,800.6245855550798,7,5
11811,4204,23,2023-07-29 18:59:58.799920000,2,0.05,Boleto,2,32.81726376690922,68.58808127284027,7,5
11812,4378,4,2023-07-29 20:10:03.880258688,1,0.0,Cartao,5,22.962554679951594,25.258810147946757,7,5
11813,2669,156,2023-07-29 21:20:08.960597376,2,0.0,Cartao,3,32.76738545515761,72.08824800134674,7,5
11814,2577,78,2023-07-29 22:30:14.040936064,2,0.2,Cartao,4,112.19456058794852,197.4624266347894,7,5
11815,4091,198,2023-07-29 23:40:19.121274752,2,0.1,Cartao,5,68.7478212041946,136.1206859843053,7,5
11816,1428,70,2023-07-30 00:50:24.201613440,2,0.05,Cartao,4,179.5589516211935,375.27820888829444,7,6
11817,3242,169,2023-07-30 02:00:29.281952128,6,0.0,PIX,4,22.952080615744848,151.483732063916,7,6
11818,878,165,2023-07-30 03:10:34.362290824,2,0.05,Cartao,4,100.62897269630639,210.31455293528037,7,6
11819,1199,7,2023-07-30 04:20:39.442629512,1,0.05,Cartao,4,83.171675284493,86.91440067229519,7,6
11820,454,1,2023-07-30 05:30:44.522968200,4,0.15,Cartao,5,68.66858941690182,256.82052441921286,7,6
11821,4605,88,2023-07-30 06:40:49.603306888,2,0.05,PIX,4,38.999792407549556,81.50956613177857,7,6
11822,1264,162,2023-07-30 07:50:54.683645576,2,0.05,PIX,2,22.154397211327222,46.302690171673895,7,6
11823,2144,180,2023-07-30 09:00:59.763984264,3,0.05,PIX,4,107.58835269741391,337.2894857063926,7,6
11824,3586,10,2023-07-30 10:11:04.844322960,3,0.15,Cartao,5,42.41686791974396,118.97931451488179,7,6
11825,4187,119,2023-07-30 11:21:09.924661648,3,0.0,Cartao,5,10.0,33.0,7,6
11826,4329,188,2023-07-30 12:31:15.005000336,3,0.1,Boleto,5,101.14852671932906,300.4111243564073,7,6
11827,4755,134,2023-07-30 13:41:20.085339024,3,0.05,PayPal,4,169.71256359437055,532.0488868683517,7,6
11828,3059,196,2023-07-30 14:51:25.165677712,3,0.1,Boleto,3,80.63270891960313,239.4791454912213,7,6
11829,2857,200,2023-07-30 16:01:30.246016400,4,0.05,PIX,4,81.45023600148582,340.4619864862107,7,6
11830,912,110,2023-07-30 17:11:35.326355096,3,0.05,Cartao,2,145.72531709283768,456.8488690860461,7,6
11831,2772,125,2023-07-30 18:21:40.406693784,3,0.0,PayPal,4,142.28088787426492,469.5269299850743,7,6
11832,1468,176,2023-07-30 19:31:45.487032472,2,0.05,Cartao,4,54.00218451911889,112.86456564495849,7,6
11833,441,45,2023-07-30 20:41:50.567371160,2,0.05,Cartao,4,143.9108833148359,300.773746128007,7,6
11834,996,140,2023-07-30 21:51:55.647709848,1,0.05,PIX,2,78.14959159654056,81.66632321838489,7,6
11835,2112,103,2023-07-30 23:02:00.728048536,2,0.0,PIX,4,87.90014881876334,193.38032740127937,7,6
11836,4101,111,2023-07-31 00:12:05.808387224,1,0.1,PayPal,5,105.25940877816859,94.73346790035174,7,0
11837,3730,70,2023-07-31 01:22:10.888725920,1,0.1,PIX,4,179.5589516211935,161.60305645907417,7,0
11838,3469,117,2023-07-31 02:32:15.969064608,3,0.05,Cartao,4,82.74515385414578,235.82368848431548,7,0
11839,4713,149,2023-07-31 03:42:21.049403296,2,0.1,PIX,3,23.11361652771761,41.6045097498917,7,0
11840,3840,110,2023-07-31 04:52:26.129741984,2,0.0,Cartao,4,145.72531709283768,291.45063418567537,7,0
11841,4461,119,2023-07-31 06:02:31.210080672,3,0.05,PIX,4,10.0,28.5,7,0
11842,2839,75,2023-07-31 07:12:36.290419360,5,0.05,Cartao,4,29.695021156718084,141.0513504944109,7,0
11843,4721,36,2023-07-31 08:22:41.370758056,4,0.05,Cartao,5,86.08705738668456,327.1308180694013,7,0
11844,4603,87,2023-07-31 09:32:46.451096744,2,0.05,PIX,3,73.35241664130928,139.36959161848762,7,0
11845,523,101,2023-07-31 10:42:51.531435432,3,0.1,PIX,5,102.2338209079627,276.03131645149926,7,0
11846,706,23,2023-07-31 11:52:56.611774120,2,0.0,Boleto,4,32.81726376690922,65.63452753381844,7,0
11847,1760,183,2023-07-31 13:03:01.692112808,2,0.0,Boleto,3,300.32494087249347,600.6498817449869,7,0
11848,250,155,2023-07-31 14:13:06.772451496,5,0.0,Cartao,4,37.571297258707595,187.85648629353798,7,0
11849,4997,148,2023-07-31 15:23:11.852790184,1,0.0,PIX,5,46.119815081995306,46.119815081995306,7,0
11850,4345,15,2023-07-31 16:33:16.933128880,5,0.15,PIX,4,26.151915079959437,111.14563908982761,7,0
11851,1375,42,2023-07-31 17:43:22.013467568,4,0.0,Boleto,5,269.2930184243128,1077.172073697251,7,0
11852,1827,132,2023-07-31 18:53:27.093806256,1,0.05,Boleto,1,166.4038192171998,158.0836282563398,7,0
11853,2131,29,2023-07-31 20:03:32.174144944,3,0.2,Cartao,4,44.18080995109796,106.03394388263513,7,0
11854,3479,183,2023-07-31 21:13:37.254483632,3,0.05,PIX,5,300.32494087249347,855.9260814866063,7,0
11855,1104,49,2023-07-31 22:23:42.334822320,1,0.0,Boleto,5,119.56450944827765,119.56450944827765,7,0
11856,3994,71,2023-07-31 23:33:47.415161016,3,0.1,PayPal,4,100.45358280461772,271.22467357246785,7,0
11857,259,75,2023-08-01 00:43:52.495499704,2,0.05,PIX,4,29.695021156718084,56.42054019776436,8,1
11858,4218,54,2023-08-01 01:53:57.575838392,2,0.2,Cartao,4,58.76027528762599,94.01644046020158,8,1
11859,1148,161,2023-08-01 03:04:02.656177080,3,0.1,Boleto,4,20.764884896342735,56.06518922012539,8,1
11860,905,96,2023-08-01 04:14:07.736515768,2,0.2,Cartao,5,80.96081144378063,129.537298310049,8,1
11861,2140,104,2023-08-01 05:24:12.816854456,6,0.1,Cartao,2,48.21711915501299,260.3724434370701,8,1
11862,3179,37,2023-08-01 06:34:17.897193144,4,0.0,Cartao,4,48.972640668473126,195.8905626738925,8,1
11863,4148,135,2023-08-01 07:44:22.977531840,5,0.1,Boleto,2,15.427257917211355,69.4226606274511,8,1
11864,4390,24,2023-08-01 08:54:28.057870528,3,0.05,Boleto,5,77.95904339227732,222.18327366799036,8,1
11865,2348,55,2023-08-01 10:04:33.138209216,2,0.0,PIX,3,121.7900018732139,243.5800037464278,8,1
11866,1592,139,2023-08-01 11:14:38.218547904,1,0.05,Cartao,4,64.8238527988364,61.582660158894576,8,1
11867,2242,108,2023-08-01 12:24:43.298886592,3,0.0,PayPal,5,69.62143919728354,208.8643175918506,8,1
11868,3629,172,2023-08-01 13:34:48.379225280,6,0.1,PIX,4,29.296551482507518,158.20137800554062,8,1
11869,855,90,2023-08-01 14:44:53.459563976,3,0.0,Boleto,5,60.62585827401395,181.87757482204185,8,1
11870,751,193,2023-08-01 15:54:58.539902664,5,0.1,PIX,5,27.052496834176047,121.73623575379222,8,1
11871,4050,6,2023-08-01 17:05:03.620241352,4,0.05,Cartao,5,26.998242006565224,102.59331962494785,8,1
11872,2368,31,2023-08-01 18:15:08.700580040,4,0.1,Boleto,5,48.55306624192414,174.7910384709269,8,1
11873,239,171,2023-08-01 19:25:13.780918728,5,0.0,Cartao,5,54.97895652250185,274.8947826125093,8,1
11874,2696,107,2023-08-01 20:35:18.861257416,3,0.05,PayPal,4,166.74097046283643,475.2117658190838,8,1
11875,4637,12,2023-08-01 21:45:23.941596112,2,0.1,PayPal,4,23.208863476733935,41.77595425812108,8,1
11876,1317,193,2023-08-01 22:55:29.021934800,4,0.0,Cartao,5,27.052496834176047,108.20998733670419,8,1
11877,2305,180,2023-08-02 00:05:34.102273488,2,0.1,Cartao,5,107.58835269741391,193.65903485534506,8,2
11878,108,70,2023-08-02 01:15:39.182612176,2,0.0,Cartao,4,179.5589516211935,359.117903242387,8,2
11879,1605,30,2023-08-02 02:25:44.262950864,5,0.1,Cartao,5,20.978757959938,94.40441081972101,8,2
11880,1909,119,2023-08-02 03:35:49.343289552,2,0.05,PIX,4,10.0,19.0,8,2
11881,2231,126,2023-08-02 04:45:54.423628240,3,0.05,Cartao,3,29.907893377419807,85.23749612564644,8,2
11882,3778,55,2023-08-02 05:55:59.503966936,4,0.0,Boleto,5,121.7900018732139,487.1600074928556,8,2
11883,367,39,2023-08-02 07:06:04.584305624,6,0.1,Cartao,5,169.83845961893994,917.1276819422757,8,2
11884,4927,82,2023-08-02 08:16:09.664644312,4,0.0,PIX,5,23.88072899594696,95.52291598378784,8,2
11885,2910,6,2023-08-02 09:26:14.744983000,4,0.0,PIX,4,26.998242006565224,107.9929680262609,8,2
11886,3595,184,2023-08-02 10:36:19.825321688,5,0.0,Cartao,5,119.32818648454948,596.6409324227474,8,2
11887,2922,8,2023-08-02 11:46:24.905660376,6,0.15,PIX,4,122.8612155486089,626.5921992979053,8,2
11888,4269,55,2023-08-02 12:56:29.985999072,4,0.05,Cartao,3,121.7900018732139,462.80200711821277,8,2
11889,1741,105,2023-08-02 14:06:35.066337760,2,0.05,PIX,4,81.22679884711562,154.33091780951966,8,2
11890,2819,16,2023-08-02 15:16:40.146676448,2,0.0,Cartao,4,146.84313582694529,293.68627165389057,8,2
11891,1354,120,2023-08-02 16:26:45.227015136,2,0.05,Cartao,5,77.27297915183716,146.8186603884906,8,2
11892,452,130,2023-08-02 17:36:50.307353824,3,0.0,Cartao,5,42.91740065384273,128.75220196152821,8,2
11893,4567,64,2023-08-02 18:46:55.387692512,2,0.15,PIX,5,150.71134170864195,256.2092809046913,8,2
11894,4417,11,2023-08-02 19:57:00.468031200,3,0.0,Cartao,3,53.81441066564159,161.44323199692477,8,2
11895,4537,88,2023-08-02 21:07:05.548369896,1,0.15,Cartao,5,38.999792407549556,33.149823546417124,8,2
11896,2447,4,2023-08-02 22:17:10.628708584,3,0.05,Cartao,2,22.962554679951594,65.44328083786205,8,2
11897,2236,131,2023-08-02 23:27:15.709047272,1,0.05,PayPal,3,169.82072708720415,161.32969073284394,8,2
11898,3510,15,2023-08-03 00:37:20.789385960,2,0.1,Cartao,4,26.151915079959437,47.07344714392699,8,3
11899,885,104,2023-08-03 01:47:25.869724648,2,0.05,Cartao,4,48.21711915501299,91.61252639452468,8,3
11900,3520,68,2023-08-03 02:57:30.950063336,3,0.0,PayPal,5,149.05162093820286,447.1548628146086,8,3
11901,743,171,2023-08-03 04:07:36.030402032,1,0.05,PIX,5,54.97895652250185,52.23000869637676,8,3
11902,2040,81,2023-08-03 05:17:41.110740720,4,0.05,PIX,5,34.08058248080514,129.50621342705952,8,3
11903,2563,9,2023-08-03 06:27:46.191079408,3,0.0,Boleto,5,12.43664425173494,37.30993275520482,8,3
11904,1261,25,2023-08-03 07:37:51.271418096,5,0.05,PIX,4,10.0,47.5,8,3
11905,4277,65,2023-08-03 08:47:56.351756784,3,0.0,PIX,5,29.325531164644282,87.97659349393285,8,3
11906,4506,104,2023-08-03 09:58:01.432095472,3,0.15,PayPal,4,48.21711915501299,122.95365384528311,8,3
11907,2335,66,2023-08-03 11:08:06.512434160,3,0.05,PIX,5,17.782019630841017,50.67875594789689,8,3
11908,386,183,2023-08-03 12:18:11.592772856,2,0.0,PIX,5,300.32494087249347,600.6498817449869,8,3
11909,603,173,2023-08-03 13:28:16.673111544,4,0.1,Cartao,4,22.717646304343,81.7835266956348,8,3
11910,443,33,2023-08-03 14:38:21.753450232,4,0.0,Cartao,5,11.711524429728145,46.84609771891258,8,3
11911,3308,22,2023-08-03 15:48:26.833788920,4,0.05,PIX,4,107.89218831385797,409.9903155926603,8,3
11912,2633,42,2023-08-03 16:58:31.914127608,1,0.15,PIX,3,269.2930184243128,228.89906566066585,8,3
11913,3968,155,2023-08-03 18:08:36.994466296,3,0.1,PIX,2,37.571297258707595,101.4425025985105,8,3
11914,3302,11,2023-08-03 19:18:42.074804992,2,0.0,PIX,4,53.81441066564159,107.62882133128318,8,3
11915,2302,42,2023-08-03 20:28:47.155143680,3,0.05,PIX,4,269.2930184243128,767.4851025092913,8,3
11916,4451,78,2023-08-03 21:38:52.235482368,3,0.1,Cartao,5,112.19456058794852,302.925313587461,8,3
11917,3567,104,2023-08-03 22:48:57.315821056,5,0.0,Boleto,4,48.21711915501299,241.08559577506495,8,3
11918,2477,22,2023-08-03 23:59:02.396159744,2,0.0,PIX,3,107.89218831385797,215.78437662771594,8,3
11919,4571,137,2023-08-04 01:09:07.476498432,3,0.0,Cartao,3,95.00552757023793,285.0165827107138,8,4
11920,4011,57,2023-08-04 02:19:12.556837128,1,0.15,Cartao,3,148.00765036724067,125.80650281215456,8,4
11921,2390,83,2023-08-04 03:29:17.637175816,8,0.1,PIX,1,11.97715130872814,86.2354894228426,8,4
11922,1831,31,2023-08-04 04:39:22.717514504,3,0.1,PayPal,3,48.55306624192414,131.0932788531952,8,4
11923,4074,18,2023-08-04 05:49:27.797853192,6,0.0,PIX,5,19.213417638510652,115.28050583106392,8,4
11924,3415,140,2023-08-04 06:59:32.878191880,4,0.05,Boleto,5,78.14959159654056,296.96844806685414,8,4
11925,4830,168,2023-08-04 08:09:37.958530568,2,0.05,Cartao,4,130.4728051733273,247.89832982932182,8,4
11926,2267,122,2023-08-04 09:19:43.038869256,3,0.1,PIX,2,60.55731443835675,163.50474898356322,8,4
11927,596,101,2023-08-04 10:29:48.119207952,5,0.05,PIX,3,102.2338209079627,485.6106493128228,8,4
11928,191,173,2023-08-04 11:39:53.199546640,3,0.05,Cartao,4,22.717646304343,64.74529196737755,8,4
11929,3463,177,2023-08-04 12:49:58.279885328,2,0.05,Cartao,5,113.73195362413249,216.0907118858517,8,4
11930,644,129,2023-08-04 14:00:03.360224016,4,0.0,Cartao,3,63.5369604354573,254.1478417418292,8,4
11931,4190,98,2023-08-04 15:10:08.440562704,4,0.0,Boleto,3,111.71965347041201,446.87861388164805,8,4
11932,1119,135,2023-08-04 16:20:13.520901392,2,0.05,PIX,4,15.427257917211355,29.311790042701574,8,4
11933,3768,130,2023-08-04 17:30:18.601240088,5,0.05,Cartao,5,42.91740065384273,203.85765310575297,8,4
11934,1668,121,2023-08-04 18:40:23.681578776,5,0.0,PIX,4,178.8211013976887,894.1055069884435,8,4
11935,1106,86,2023-08-04 19:50:28.761917464,6,0.05,PIX,5,101.58119865176596,579.012832315066,8,4
11936,4436,4,2023-08-04 21:00:33.842256152,5,0.05,Boleto,2,22.962554679951594,109.07213472977007,8,4
11937,2856,173,2023-08-04 22:10:38.922594840,3,0.0,Cartao,3,22.717646304343,68.152938913029,8,4
11938,2160,174,2023-08-04 23:20:44.002933528,5,0.0,Cartao,3,47.01886700311626,235.09433501558132,8,4
11939,4399,195,2023-08-05 00:30:49.083272216,5,0.15,Cartao,5,60.169506576450495,281.2924432449061,8,5
11940,4147,9,2023-08-05 01:40:54.163610912,2,0.0,Cartao,5,12.43664425173494,27.36061735381687,8,5
11941,806,185,2023-08-05 02:50:59.243949600,4,0.0,Cartao,4,40.03810141835146,176.16764624074645,8,5
11942,701,16,2023-08-05 04:01:04.324288288,4,0.0,PayPal,5,146.84313582694529,646.1097976385593,8,5
11943,3792,51,2023-08-05 05:11:09.404626976,2,0.05,Boleto,5,138.71839924447593,289.9214544209547,8,5
11944,4757,52,2023-08-05 06:21:14.484965664,3,0.05,Cartao,5,67.0124709617887,210.08409646520755,8,5
11945,1801,137,2023-08-05 07:31:19.565304352,4,0.15,Cartao,4,95.00552757023793,355.32067311268986,8,5
11946,1908,83,2023-08-05 08:41:24.645643048,3,0.05,Cartao,5,11.97715130872814,37.54836935286272,8,5
11947,1137,134,2023-08-05 09:51:29.725981736,2,0.1,Cartao,5,169.71256359437055,336.0308759168537,8,5
11948,4132,44,2023-08-05 11:01:34.806320424,2,0.0,Cartao,5,101.36909731953254,223.01201410297162,8,5
11949,623,117,2023-08-05 12:11:39.886659112,4,0.0,Boleto,2,82.74515385414578,364.0786769582415,8,5
11950,2897,134,2023-08-05 13:21:44.966997800,2,0.1,Boleto,5,169.71256359437055,336.0308759168537,8,5
11951,4969,5,2023-08-05 14:31:50.047336488,2,0.05,PayPal,5,158.80539076538963,331.90326669966436,8,5
11952,1416,174,2023-08-05 15:41:55.127675184,5,0.0,PIX,5,47.01886700311626,258.6037685171395,8,5
11953,2063,27,2023-08-05 16:52:00.208013872,3,0.15,Boleto,4,30.78811887946517,86.3606734568998,8,5
11954,2688,114,2023-08-05 18:02:05.288352560,4,0.15,PIX,5,84.11780070246768,314.60057462722915,8,5
11955,4263,45,2023-08-05 19:12:10.368691248,2,0.05,Cartao,4,143.9108833148359,300.773746128007,8,5
11956,1689,169,2023-08-05 20:22:15.449029936,4,0.0,Cartao,2,22.952080615744848,100.98915470927734,8,5
11957,4159,90,2023-08-05 21:32:20.529368624,1,0.0,Boleto,3,60.62585827401395,66.68844410141536,8,5
11958,203,28,2023-08-05 22:42:25.609707312,4,0.05,Boleto,3,24.416776369051423,102.06212522263495,8,5
11959,1539,182,2023-08-05 23:52:30.690046008,3,0.1,Boleto,4,102.00615110574556,302.95826878406433,8,5
11960,1125,32,2023-08-06 01:02:35.770384696,2,0.1,PayPal,4,132.01005689923093,261.37991266047726,8,6
11961,895,53,2023-08-06 02:12:40.850723384,2,0.15,Boleto,4,180.11684728541613,336.81850442372814,8,6
11962,1556,71,2023-08-06 03:22:45.931062072,2,0.1,Cartao,3,100.45358280461772,198.8980939531431,8,6
